route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,Sundays only,3,54350107,53410034
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",Sundays only,3,54350109,53410036
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,54360000,53402871
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,54360003,53402889
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,54360006,53402896
436-3-0,436,0,Neptune Towers - Goodwins Circle,School days only,3,54360009,53403328
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,54360100,53402879
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,54360104,53402893
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,54360106,53402897
436-8-1,436,1,Broadway & Conomo Ave - Lynn Bus Garage,School days only,3,54360108,53403316
436-9-1,436,1,Goodridge St & Memorial Park Ave - Lynn Bus Garage,School days only,3,54360110,53403321
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,54360112,53408521
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,54390000,53402937
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,54390003,53403031
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,54390100,53403022
439-_-1,439,1,"Nahant - Central Square, Lynn",Weekdays only,2,54390103,53402936
441-7-0,441,0,Wonderland Station - Marblehead via Paradise Rd,,1,54410000,53403186
441-5-0,441,0,Wonderland - Marblehead via Paradise Rd (Omits Point of Pines),Weekdays only,2,54410004,53403185
441-9-0,441,0,Lynn Bus Garage - Marblehead via Paradise Rd,Early mornings only,3,54410006,53403303
441-7-1,441,1,Marblehead - Wonderland Station via Paradise Rd,,1,54410100,53403198
441-5-1,441,1,Marblehead - Wonderland via Paradise Rd (Omits Point of Pines),Weekdays only,2,54410103,53403193
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",,1,54411000,53403181
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",,1,54411100,53403196
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,54420000,53403184
442-5-0,442,0,Wonderland - Marblehead via Humphrey St (Omits Point of Pines),Weekdays only,2,54420004,53403269
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,54420007,53403304
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,54420100,53403182
442-5-1,442,1,Marblehead - Wonderland via Humphrey St (Omits Point of Pines),Weekday mornings only,2,54420104,53403191
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Sunday late nights only,3,54420107,53409907
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,54500000,53402815
450-7-0,450,0,Wonderland Station - Salem Depot,,3,54500003,53410185
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,54500005,53403063
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,54500100,53402789
450-7-1,450,1,Salem Depot - Wonderland Station,,3,54500103,53410168
450-9-1,450,1,Salem Depot - Lynn Bus Garage,,3,54500105,53403061
451-1-0,451,0,Salem Depot - North Beverly Station via Tozer Rd,Weekdays only,1,54510000,53403649
451-_-0,451,0,Salem Depot - North Beverly Station via Cabot St,Weekdays only,1,54510003,53403655
451-_-1,451,1,North Beverly Station - Salem Depot via Cabot St,Weekdays only,1,54510100,53403652
451-1-1,451,1,North Beverly Station - Salem Depot via Tozer Rd,Weekdays only,1,54510102,53403658
455-6-0,455,0,Wonderland Station - Salem Depot,Weekdays only,1,54550000,53402846
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,2,54550003,53409942
455-9-0,455,0,Lynn Bus Garage - Salem Depot,Weekday early mornings only,3,54550005,53403066
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,54550007,53410050
455-6-1,455,1,Salem Depot - Wonderland Station,Weekdays only,1,54550100,53402837
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,2,54550103,53409943
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,54550105,53402836
455-3-1,455,1,Brookline St & Empire St - Lynn Bus Garage,School days only,3,54550108,53403337
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,54550110,53410017
456-_-0,456,0,"Central Square, Lynn - Salem Depot",Weekdays only,1,54560000,53403637
456-_-1,456,1,"Salem Depot - Central Square, Lynn",Weekday middays only,1,54560100,53403632
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,Weekdays only,1,55010000,53165050
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,Weekdays only,2,55010003,53164925
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,Weekdays only,1,55010100,53164919
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,Weekdays only,1,55010103,53165044
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,55040000,53165116
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,55040100,53164893
505-6-0,505,0,Federal St & Franklin St - Waltham Center via School St,Weekdays only,1,55050000,53164982
505-5-0,505,0,Federal St & Franklin St - Waltham Center,Weekdays only,2,55050003,53164828
505-5-1,505,1,Waltham Center - Federal St & Franklin St via School St,Weekdays only,1,55050100,53164825
505-6-1,505,1,Waltham Center - Federal St & Franklin St,Weekdays only,1,55050103,53164980
553-6-0,553,0,Newton Corner - Roberts,,1,55530000,53165182
553-6-1,553,1,Roberts - Newton Corner,,1,55530100,53165188
554-6-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,55540000,53165115
554-6-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,55540100,53165111
556-6-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,55560000,53164903
556-6-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,55560100,53164891
558-7-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,55580000,53165016
558-7-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,55580100,53165019
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,57120000,52726682
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,2,57120004,52726740
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,57120100,52726683
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,2,57120104,52726735
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,57130000,52726781
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,2,57130004,52726776
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,57130100,52726654
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,2,57130104,52726728
714-_-0,714,0,Hingham Depot - Pemberton Point,,1,57140000,53531441
714-1-0,714,0,Hingham Depot - Pemberton Point via Hull Medical Center,Weekdays only,2,57140004,53531440
714-2-0,714,0,Hingham Depot - Pemberton Point via Washington Blvd,Weekdays only,2,57140006,53531457
714-_-1,714,1,Pemberton Point - Hingham Depot,,1,57140100,53531451
714-1-1,714,1,Pemberton Point - Hingham Depot via Hull Medical Center,Weekday middays only,2,57140104,53531442
714-2-1,714,1,Pemberton Point - Hingham Depot via Washington Blvd,Weekdays only,2,57140106,53531443
716-_-0,716,0,Mattapan Station - Cobbs Corner,,1,57160000,53531408
716-_-1,716,1,Cobbs Corner - Mattapan Station,,1,57160100,53531403
Shuttle-AshmontJFK-0-0,Shuttle-AshmontJFK,0,JFK/UMass - Ashmont,,4,60250099,53559346-21:00-AshmontJFK1
Shuttle-AshmontJFK-0-1,Shuttle-AshmontJFK,1,Ashmont - JFK/UMass,,4,60250199,53559351-21:00-AshmontJFK1
Shuttle-BeverlyRockport-0-0,Shuttle-BeverlyRockport,0,Beverly - Rockport,,4,60700099,CR-548518-1167-BevRockDyn1
Shuttle-BeverlyRockport-0-1,Shuttle-BeverlyRockport,1,Rockport - Beverly,,4,60700199,CR-548520-1166-BevRockDyn1
Shuttle-BroadwayJFK-0-0,Shuttle-BroadwayJFK,0,Broadway - JFK/UMass,,4,61040099,52928242-BroadwayJFK1
Shuttle-BroadwayJFK-0-1,Shuttle-BroadwayJFK,1,JFK/UMass - Broadway,,4,61040199,52928247-BroadwayJFK1
Shuttle-KenmoreRiverside-0-0,Shuttle-KenmoreRiverside,0,Kenmore - Riverside,,4,62012099,53126282-KenLechSuspendDKenmoreRiversideLechUnionSuspendDNoGLX22KenmoreRiverside
Shuttle-KenmoreRiverside-0-1,Shuttle-KenmoreRiverside,1,Riverside - Kenmore,,4,62012199,53126281-KenLechSuspendDKenmoreRiversideLechUnionSuspendDNoGLX00KenmoreRiverside
Shuttle-LynnSwampscott-0-0,Shuttle-LynnSwampscott,0,Lynn - Swampscott,,4,62053099,CR-NewburyportLynnShuttle-Weekday-0-05:08:00
Shuttle-LynnSwampscott-0-1,Shuttle-LynnSwampscott,1,Swampscott - Lynn,,4,62053199,CR-NewburyportLynnShuttle-Weekday-1-05:31:00
